tahun,gk,provinsi,jenis,daerah,periode,tahun_kategori,cluster
2016.0,117962.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,1
2015.0,70332.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,2015-2016,1
2015.0,75893.99999999997,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,1
2016.0,79134.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,81972.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,79923.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,1
2015.0,84865.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,85749.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,91245.99999999997,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,1
2017.0,120877.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,122686.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,124955.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,125852.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,85168.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,88588.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,91186.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,91243.00000000003,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,94388.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,97377.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,100595.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,101178.00000000003,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,130498.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,131660.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,135083.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,136249.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,93145.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,99359.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,101230.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,103319.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,104297.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,108863.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,111340.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,113352.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,138692.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,142414.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,149250.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,153690.0,SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,105630.99999999997,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,109351.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,115486.0,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,124604.99999999997,SULAWESI TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,115881.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,119619.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,126217.0,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,133792.99999999997,SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,298646.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,324072.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,336900.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,349978.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,265582.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,293567.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,303975.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,321009.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,358399.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,376496.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,391070.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,399413.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,331855.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,353080.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,370392.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,376658.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,338443.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,358892.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,375659.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,382774.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,416453.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2017-2018,2
2017.0,430728.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,434414.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,437697.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,383097.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,400639.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,405707.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,418035.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,391763.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,408522.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,413785.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,424039.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,457193.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,481436.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,489881.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,492758.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,433870.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,460187.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,467770.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,478687.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,441036.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,466527.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,474627.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,483662.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,506383.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,516374.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,538018.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,MARET,,0
2022.0,565994.0,SULAWESI TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,,0
2021.0,492234.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,500351.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,525665.0,SULAWESI TENGAH,TOTAL,PERDESAAN,MARET,,0
2022.0,552561.0,SULAWESI TENGAH,TOTAL,PERDESAAN,SEPTEMBER,,0
2021.0,496872.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,505608.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,530251.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,,0
2022.0,557183.0,SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,181842.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,186893.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,193372.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,196645.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,190563.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,201779.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,209095.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,2016-2017,2
2016.0,210928.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,187304.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,196217.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,203918.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,205767.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,204192.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,209432.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,218173.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,230867.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,215790.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,2017-2018,2
2017.0,226047.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,236336.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,240452.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,211452.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,219551.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,229289.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,236638.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,238425.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,251107.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,257455.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,265149.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,254134.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,260579.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,268024.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,275659.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,247704.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,256826.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,263690.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,271199.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,276910.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,286095.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,298268.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,MARET,,0
2022.0,316179.0,SULAWESI SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,281013.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,288566.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,300359.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,MARET,,0
2022.0,316911.0,SULAWESI SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,279240.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,287467.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,299433.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
2022.0,316597.0,SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,80321.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,2015-2016,1
2015.0,87247.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,88304.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,2016-2017,1
2016.0,90023.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,1
2015.0,49612.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,2015-2016,1
2015.0,52745.00000000003,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,1
2016.0,54579.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,56501.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,61087.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,1
2015.0,65637.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,66683.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,69593.99999999997,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,1
2017.0,92452.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,94402.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,96376.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,96856.99999999997,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,58643.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,61741.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,63581.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,65796.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,72009.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,74807.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,77256.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,79098.99999999997,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,100572.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,103663.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,105906.00000000003,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,110314.00000000003,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,68088.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,70484.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,71719.00000000003,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,75132.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,82176.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,84729.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,86574.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,90831.99999999997,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,112894.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,117656.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,120903.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,127538.0,SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,77316.99999999997,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,79900.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,83054.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,88302.0,SULAWESI SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,93250.99999999997,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,96988.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,100322.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,106355.0,SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,221892.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,235488.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,240276.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,246416.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,192161.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,207023.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,211271.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,219109.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,262163.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,274140.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,281676.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,286669.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,240175.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,254524.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,263674.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,267428.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,248391.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,261854.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,270601.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,275361.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,296644.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2017-2018,2
2017.0,303834.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,314549.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2018-2019,2
2018.0,327725.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,2
2017.0,274434.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,287788.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,299917.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2018-2019,2
2018.0,306250.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,2
2017.0,283461.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,294358.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,306545.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,2
2018.0,315737.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,2
2019.0,338997.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,354770.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,363361.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,375463.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,322223.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,331063.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,339743.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,350791.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,329880.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,341555.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,350264.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,362031.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,389804.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,403751.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,419172.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,MARET,,0
2022.0,443717.0,SULAWESI SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,,0
2021.0,358330.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,368465.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,383414.0,SULAWESI SELATAN,TOTAL,PERDESAAN,MARET,,0
2022.0,405213.0,SULAWESI SELATAN,TOTAL,PERDESAAN,SEPTEMBER,,0
2021.0,372491.0,SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
